import_id,entity_id,entity_name,import_date,cn_code,goods_description,goods_category,country_of_origin,supplier_id,supplier_name,installation_id,production_route,quantity_tonnes,value_eur,emission_intensity_tco2e_per_t,total_emissions_tco2e,calculation_method,carbon_price_paid_eur_per_t,customs_declaration_ref,bill_of_lading_ref
IMP-2026-0269,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-08,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,200.0,140000.00,2.55,510.0,actual,0.00,CUS-DE-2026-000196,BL-HAM-2026-0196
IMP-2026-0441,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-08,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,350.0,315000.00,2.12,742.0,eu_default,0.00,CUS-DE-2026-000326,BL-HAM-2026-0326
IMP-2026-0244,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-09,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,640.0,416000.00,1.76,1126.4,actual,0.00,CUS-DE-2026-000177,BL-HAM-2026-0177
IMP-2026-0310,ALPINE-METAL-001,AlpineMetal AG,2026-10-10,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,450.0,63000.00,0.88,396.0,actual,0.00,CUS-AT-2026-000084,BL-VIE-2026-0084
IMP-2026-0353,ALPINE-METAL-001,AlpineMetal AG,2026-10-10,2523 10 00,Cement clinkers,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,590.0,76700.00,0.95,560.5,actual,0.00,CUS-AT-2026-000093,BL-VIE-2026-0093
IMP-2026-0356,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-10,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,470.0,352500.00,1.94,911.8,actual,0.00,CUS-DE-2026-000264,BL-HAM-2026-0264
IMP-2026-0481,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-10,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,340.0,272000.00,0.57,193.8,actual,0.00,CUS-DE-2026-000357,BL-HAM-2026-0357
IMP-2026-0319,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-11,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,340.0,323000.00,2.55,867.0,actual,0.00,CUS-DE-2026-000235,BL-HAM-2026-0235
IMP-2026-0426,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-11,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,200.0,140000.00,2.44,488.0,actual,0.00,CUS-DE-2026-000315,BL-HAM-2026-0315
IMP-2026-0326,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-13,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,400.0,280000.00,0.54,216.0,actual,0.00,CUS-DE-2026-000241,BL-HAM-2026-0241
IMP-2026-0418,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-14,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,370.0,296000.00,0.54,199.8,country_default,0.00,CUS-DE-2026-000308,BL-HAM-2026-0308
IMP-2026-0493,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-15,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,210.0,163800.00,0.6,126.0,actual,0.00,CUS-DE-2026-000366,BL-HAM-2026-0366
IMP-2026-0295,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-18,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,330.0,247500.00,1.88,620.4,actual,0.00,CUS-DE-2026-000219,BL-HAM-2026-0219
IMP-2026-0311,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-20,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,270.0,270000.00,2.24,604.8,actual,8.50,CUS-DE-2026-000229,BL-HAM-2026-0229
IMP-2026-0361,ALPINE-METAL-001,AlpineMetal AG,2026-10-20,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,30.0,105000.00,15.17,455.1,actual,8.50,CUS-AT-2026-000097,BL-VIE-2026-0097
IMP-2026-0330,ALPINE-METAL-001,AlpineMetal AG,2026-10-22,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,360.0,50400.00,0.86,309.6,actual,0.00,CUS-AT-2026-000088,BL-VIE-2026-0088
IMP-2026-0280,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-24,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,490.0,367500.00,2.0,980.0,actual,0.00,CUS-DE-2026-000206,BL-HAM-2026-0206
IMP-2026-0297,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-24,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,280.0,218400.00,2.5,700.0,actual,0.00,CUS-DE-2026-000221,BL-HAM-2026-0221
IMP-2026-0367,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-24,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,350.0,315000.00,2.14,749.0,actual,0.00,CUS-DE-2026-000271,BL-HAM-2026-0271
IMP-2026-0404,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-26,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,250.0,175000.00,2.53,632.5,actual,0.00,CUS-DE-2026-000300,BL-HAM-2026-0300
IMP-2026-0430,ALPINE-METAL-001,AlpineMetal AG,2026-11-04,2523 29 00,Other Portland cement,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,570.0,85500.00,0.99,564.3,actual,0.00,CUS-AT-2026-000114,BL-VIE-2026-0114
IMP-2026-0366,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-05,7209,Cold-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,380.0,361000.00,2.22,843.6,actual,8.50,CUS-DE-2026-000270,BL-HAM-2026-0270
IMP-2026-0388,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-05,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,290.0,226200.00,0.55,159.5,actual,0.00,CUS-DE-2026-000288,BL-HAM-2026-0288
IMP-2026-0251,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-06,7228,Other bars and rods of alloy steel,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,150.0,135000.00,0.63,94.5,actual,8.50,CUS-DE-2026-000183,BL-HAM-2026-0183
IMP-2026-0362,ALPINE-METAL-001,AlpineMetal AG,2026-11-07,7606,Aluminium plates sheets strip >0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,70.0,154000.00,12.46,872.2,actual,8.50,CUS-AT-2026-000098,BL-VIE-2026-0098
IMP-2026-0467,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-07,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,160.0,208000.00,2.09,334.4,actual,0.00,CUS-DE-2026-000348,BL-HAM-2026-0348
IMP-2026-0413,ALPINE-METAL-001,AlpineMetal AG,2026-11-08,7601 20 00,Unwrought aluminium alloys,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,130.0,338000.00,2.83,367.9,actual,85.00,CUS-AT-2026-000112,BL-VIE-2026-0112
IMP-2026-0293,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-09,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,330.0,231000.00,0.6,198.0,country_default,0.00,CUS-DE-2026-000217,BL-HAM-2026-0217
IMP-2026-0400,ALPINE-METAL-001,AlpineMetal AG,2026-11-14,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,60.0,210000.00,14.44,866.4,actual,8.50,CUS-AT-2026-000106,BL-VIE-2026-0106
IMP-2026-0461,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-16,7214,Bars and rods forged,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,280.0,201600.00,0.55,154.0,actual,0.00,CUS-DE-2026-000342,BL-HAM-2026-0342
IMP-2026-0494,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-17,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,420.0,294000.00,0.53,222.6,actual,0.00,CUS-DE-2026-000367,BL-HAM-2026-0367
IMP-2026-0365,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-19,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,270.0,194400.00,0.57,153.9,actual,0.00,CUS-DE-2026-000269,BL-HAM-2026-0269
IMP-2026-0442,ALPINE-METAL-001,AlpineMetal AG,2026-11-21,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,490.0,68600.00,0.86,421.4,actual,0.00,CUS-AT-2026-000118,BL-VIE-2026-0118
IMP-2026-0462,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-21,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,250.0,325000.00,2.06,515.0,actual,0.00,CUS-DE-2026-000343,BL-HAM-2026-0343
IMP-2026-0405,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-22,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,200.0,240000.00,2.33,466.0,actual,8.50,CUS-DE-2026-000301,BL-HAM-2026-0301
IMP-2026-0476,ALPINE-METAL-001,AlpineMetal AG,2026-11-22,7601 20 00,Unwrought aluminium alloys,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,120.0,312000.00,2.76,331.2,actual,85.00,CUS-AT-2026-000125,BL-VIE-2026-0125
IMP-2026-0348,NORD-STAHL-001,NordStahl Handel GmbH,2026-11-23,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,290.0,232000.00,0.57,165.3,actual,0.00,CUS-DE-2026-000258,BL-HAM-2026-0258
IMP-2026-0259,ALPINE-METAL-001,AlpineMetal AG,2026-11-24,7601 10 00,Unwrought aluminium not alloyed,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,130.0,312000.00,2.6,338.0,eu_default,85.00,CUS-AT-2026-000072,BL-VIE-2026-0072
IMP-2026-0306,ALPINE-METAL-001,AlpineMetal AG,2026-11-24,2523 10 00,Cement clinkers,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,580.0,75400.00,0.94,545.2,actual,0.00,CUS-AT-2026-000083,BL-VIE-2026-0083
IMP-2026-0412,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-24,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,330.0,297000.00,2.07,683.1,actual,0.00,CUS-DE-2026-000303,BL-HAM-2026-0303
IMP-2026-0453,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-26,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,200.0,220000.00,2.18,436.0,country_default,0.00,CUS-DE-2026-000336,BL-HAM-2026-0336
IMP-2026-0376,ALPINE-METAL-001,AlpineMetal AG,2026-11-28,7601 10 00,Unwrought aluminium not alloyed,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,190.0,456000.00,2.48,471.2,actual,85.00,CUS-AT-2026-000100,BL-VIE-2026-0100
IMP-2026-0307,EURO-GROUP-001,EuroSteel Group GmbH,2026-11-30,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,320.0,256000.00,2.11,675.2,actual,8.50,CUS-DE-2026-000226,BL-HAM-2026-0226
IMP-2026-0403,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-02,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,360.0,280800.00,0.59,212.4,actual,0.00,CUS-DE-2026-000299,BL-HAM-2026-0299
IMP-2026-0342,ALPINE-METAL-001,AlpineMetal AG,2026-12-05,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,480.0,57600.00,0.9,432.0,actual,0.00,CUS-AT-2026-000092,BL-VIE-2026-0092
IMP-2026-0379,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-06,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,250.0,175000.00,2.38,595.0,actual,0.00,CUS-DE-2026-000281,BL-HAM-2026-0281
IMP-2026-0349,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-08,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,220.0,220000.00,2.27,499.4,actual,8.50,CUS-DE-2026-000259,BL-HAM-2026-0259
IMP-2026-0241,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-09,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,350.0,245000.00,0.5,175.0,actual,0.00,CUS-DE-2026-000174,BL-HAM-2026-0174
IMP-2026-0267,ALPINE-METAL-001,AlpineMetal AG,2026-12-10,7606,Aluminium plates sheets strip >0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,80.0,176000.00,13.22,1057.6,actual,8.50,CUS-AT-2026-000075,BL-VIE-2026-0075
IMP-2026-0254,ALPINE-METAL-001,AlpineMetal AG,2026-12-11,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,400.0,56000.00,0.85,340.0,actual,0.00,CUS-AT-2026-000071,BL-VIE-2026-0071
IMP-2026-0407,ALPINE-METAL-001,AlpineMetal AG,2026-12-14,7616 99 90,Other articles of aluminium,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,50.0,100000.00,12.52,626.0,actual,8.50,CUS-AT-2026-000107,BL-VIE-2026-0107
IMP-2026-0452,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-14,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,450.0,292500.00,1.83,823.5,country_default,0.00,CUS-DE-2026-000335,BL-HAM-2026-0335
IMP-2026-0252,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-18,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,240.0,187200.00,0.57,136.8,eu_default,0.00,CUS-DE-2026-000184,BL-HAM-2026-0184
IMP-2026-0489,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-21,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,320.0,256000.00,2.07,662.4,actual,8.50,CUS-DE-2026-000362,BL-HAM-2026-0362
IMP-2026-0490,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-27,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,440.0,286000.00,1.89,831.6,actual,0.00,CUS-DE-2026-000363,BL-HAM-2026-0363
IMP-2026-0485,NORD-STAHL-001,NordStahl Handel GmbH,2026-12-28,7213,Hot-rolled bars and rods,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,340.0,238000.00,0.58,197.2,actual,0.00,CUS-DE-2026-000359,BL-HAM-2026-0359
IMP-2026-0271,EURO-GROUP-001,EuroSteel Group GmbH,2026-12-30,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,480.0,336000.00,0.6,288.0,actual,0.00,CUS-DE-2026-000198,BL-HAM-2026-0198
